FoldablePackagePolicy,2024090401,,
80051,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLnVzZXJjZW50ZXIuYWN0aXZpdHkuTXlDZW50ZXJBY3Rpdml0eSAq,splitActivity
80052,Y29tLmNvb2xhcGsubWFya2V0IGNvbS5jb29sYXBrLm1hcmtldC52aWV3LnVzZXJ2OS5Vc2VyU3BhY2VWOUFjdGl2aXR5ICo=,splitActivity
80053,Y29tLmNvb2xhcGsubWFya2V0IGNvbS5jb29sYXBrLm1hcmtldC52aWV3Lm5vZGUuRHluYW1pY05vZGVQYWdlQWN0aXZpdHkgKg==,splitActivity
80054,Y29tLmNvb2xhcGsubWFya2V0IGNvbS5jb29sYXBrLm1hcmtldC52aWV3LmJhc2UuU2ltcGxlQWxwaGFBY3Rpdml0eSAq,splitActivity
80055,Y29tLmNvb2xhcGsubWFya2V0IGNvbS5jb29sYXBrLm1hcmtldC52aWV3LnByb2R1Y3QuUHJvZHVjdENhdGVnb3J5TGlzdEFjdGl2aXR5ICo=,splitActivity
80056,Y29tLnpoaWh1LmFuZHJvaWQgY29tLnpoaWh1LmFuZHJvaWQuYXBwLnVpLmFjdGl2aXR5Lkhvc3RBY3Rpdml0eSAq,splitActivity
80057,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLm5ld2hvdXNlLm5ld2hvdXNlLmJ1aWxkaW5nLmxpc3QuaG9tZXBhZ2UuQnVpbGRpbmdIb21lUGFnZUFjdGl2aXR5ICo=,splitActivity
80058,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLnNlY29uZGhvdXNlLmRlY29yYXRpb24uaG9tZS5EZWNvcmF0aW9uSG9tZUFjdGl2aXR5ICo=,splitActivity
80059,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLnNlY29uZGhvdXNlLmhvdXNlLmxpc3QuU2Vjb25kSG91c2VMaXN0VjJBY3Rpdml0eSAq,splitActivity
80060,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLnNlY29uZGhvdXNlLnZhbHVhdGlvbi5ob21lLlByaWNlTWFpbkFjdGl2aXR5ICo=,splitActivity
80061,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLmNvbW11bml0eS5saXN0LkZpbmRDb21tdW5pdHlBY3Rpdml0eSAq,splitActivity
80062,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLnNlY29uZGhvdXNlLmxvb2tmb3IuZGVtYW5kLnJlc3VsdC5GaW5kSG91c2VSZXN1bHRBY3Rpdml0eSAq,splitActivity
80063,Y29tLmNoYW94aW5nLm1vYmlsZSBjb20uY2hhb3hpbmcubW9iaWxlLm5vdGlmeS51aS5Ob3RpY2VMaXN0QWN0aXZpdHkgKg==,splitActivity
80064,Y29tLmNoYW94aW5nLm1vYmlsZSBjb20uY2hhb3hpbmcubGlicmFyeS5hcHAuRnJhZ21lbnRDb250YWluZXJBY3Rpdml0eSAq,splitActivity
80065,Y29tLmNoYW94aW5nLm1vYmlsZSBjb20uY2hhb3hpbmcubW9iaWxlLndlYmFwcC51aS5XZWJBcHBWaWV3ZXJBY3Rpdml0eSAq,splitActivity
80066,Y29tLmNoYW94aW5nLm1vYmlsZSBjb20uY2hhb3hpbmcubW9iaWxlLndlYmFwcC51aS5XZWJBcHBDb21tb25WaWV3ZXIgKg==,splitActivity
80067,Y29tLmRyYWdvbi5yZWFkIGNvbS5kcmFnb24ucmVhZC5wYWdlcy53ZWJ2aWV3LldlYlZpZXdBY3Rpdml0eSAq,splitActivity
80068,Y29tLnRlbmNlbnQubmV3cyBjb20udGVuY2VudC5uZXdzLnVpLmZhdm9yaXRlLkhpc3RvcnlMaXN0QWN0aXZpdHkgKg==,splitActivity
80069,Y29tLnRlbmNlbnQubmV3cyBjb20udGVuY2VudC5uZXdzLndlYnZpZXcuQ3VzdG9tV2ViQnJvd3NlckZvckl0ZW1BY3Rpdml0eSAq,splitActivity
80070,Y29tLm5ldGVhc2UubmV3c3JlYWRlci5hY3Rpdml0eSBjb20ubmV0ZWFzZS5uZXdzcmVhZGVyLmNvbW1vbi5iYXNlLmFjdGl2aXR5LlNpbmdsZUZyYWdtZW50QWN0aXZpdHkgKg==,splitActivity
80071,Y29tLm5ldGVhc2UuZ2wgY29tLm5ldGVhc2UuZ2wudWkuYWN0aXZpdHkuVG9waWNEZXRhaWxBY3Rpdml0eSAq,splitActivity
80072,Y29tLnNlY29vIGNvbS5zZWNvby5hcHAubXZwLnVpLmFjdGl2aXR5LldlYlZpZXdBY3Rpdml0eSAq,splitActivity
80073,Y29tLnNlY29vIGNvbS5zZWNvby5zZWFyY2gubXZwLnVpLmFjdGl2aXR5LlN0b3JlQWN0aXZpdHkgKg==,splitActivity
80074,Y29tLnNlY29vIGNvbS5zZWNvby5taW5lLm12cC51aS5hY3Rpdml0eS5TZXR0aW5nQWN0aXZpdHkgKg==,splitActivity
80075,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLnNlYXJjaC5hY3Rpdml0eS5BdXRvVlByb2R1Y3RMaXN0QWN0aXZpdHkgKg==,splitActivity
80076,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS5uZXdzIGNvbS5ieXRlZGFuY2UudWdjLnVnY2ZlZWQubXlhY3Rpb24uTXlBY3Rpb25BZ2dyQWN0aXZpdHkgKg==,splitActivity
80077,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS5uZXdzIGNvbS5zcy5hbmRyb2lkLnRlbXBsYXRlLnBhZ2UuTWFpbkx5bnhBY3Rpdml0eSAq,splitActivity
80078,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZCAq,splitActivity
80079,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5hY3Rpdml0eS5SYW5raW5nTGlzdEFjdGl2aXR5ICo=,splitActivity
80080,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLmhhb3dlbi56aG9uZ2NlLlpob25nY2VIb21lQWN0aXZpdHkgKg==,splitActivity
80081,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLmhhb2ppYS5IYW9qaWFMaXN0QWN0aXZpdHkgKg==,splitActivity
80082,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5oeWJyaWQuSHlicmlkQWN0aXZpdHkgKg==,splitActivity
80083,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLnNvdXN1by5maWx0ZXIuRmlsdGVyQWN0aXZpdHkgKg==,splitActivity
80084,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLmd1YW56aHUuYWRkLkN1dHNSZW1pbmRKdW1wQWN0aXZpdHkgKg==,splitActivity
80085,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGUuaGFvamlhLmJhaWNhaS5CYWljYWlBY3Rpdml0eSAq,splitActivity
80086,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5hY3Rpdml0eS5TZXR0aW5nc0FjdGl2aXR5ICo=,splitActivity
80087,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLmh1YXRpLkxhYlBhZ2VBY3Rpdml0eSAq,splitActivity
80088,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLmhhb2ppYS5sYW5tdS5MYW5tdUFjdGl2aXR5ICo=,splitActivity
80089,Y29tLnNtemRtLmNsaWVudC5hbmRyb2lkIGNvbS5zbXpkbS5jbGllbnQuYW5kcm9pZC5tb2R1bGVzLmFydGljbGUuVG9waWNTcXVhcmVBY3Rpdml0eSAq,splitActivity
80090,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8ucGFnZS5TdXBlclBhZ2VBY3Rpdml0eSAq,splitActivity
80091,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8ucGFnZS5TdXBlclBhZ2VBY3Rpdml0eSAq,splitActivity
80092,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8uTW9yZUl0ZW1zQWN0aXZpdHkgKg==,splitActivity
80093,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8ucGFnZS5OZXdDYXJkTGlzdEFjdGl2aXR5ICo=,splitActivity
80094,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8ud2JveHNkay5wYWdlLmFjdHMuV0JYUGFnZUFjdGl2aXR5ICo=,splitActivity
80095,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8uYnJvd3Nlci5XZWlib0Jyb3dzZXIgKg==,splitActivity
80096,Y29tLnhpbmdpbi54aHMgY29tLnhpbmdpbi54aHMudjIuc2V0dGluZy5TZXR0aW5nQWN0aXZpdHlWMiAq,splitActivity
80097,Y29tLnhpbmdpbi54aHMgY29tLnhpbmdpbi54aHMudjIuc2V0dGluZy5TZXR0aW5nQWN0aXZpdHlWMiAq,splitActivity
80098,Y29tLm5ldGVhc2UubmV3c3JlYWRlci5hY3Rpdml0eSBjb20ubmV0ZWFzZS5uZXdzcmVhZGVyLmFydGljbGUuZnJhbWV3b3JrLnZpZXcuTmV3c1BhZ2VBY3Rpdml0eSAq,splitActivity
80109,Y29tLnRlbmNlbnQuYW5kcm9pZHFxbWFpbCBjb20udGVuY2VudC5xcW1haWwuYWNjb3VudC5hY3Rpdml0eS5BY2NvdW50VHlwZUxpc3RBY3Rpdml0eSAq,splitActivity
80110,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5jaGFubmVsLmZvb2QuU2hvcExpc3RGb29kQWN0aXZpdHkgKg==,splitActivity
80111,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy50dWFuLmFjdGl2aXR5LlBpY2Fzc29HQ0NoYW5uZWxIb21lQWN0aXZpdHkgKg==,splitActivity
80112,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5zZWFyY2hidXNpbmVzcy5zaGVsbC5TaG9wTGlzdEFjdGl2aXR5ICo=,splitActivity
80113,Y29tLmp6enMuUGFyZW50c0hlbHBlciBjb20uanp6cy5QYXJlbnRzSGVscGVyLnVpLnBvcnRhbC5hY3Rpdml0eS5Ib3ROZXdzQWN0aXZpdHkgKg==,splitActivity
80114,Y29tLmp6enMuUGFyZW50c0hlbHBlciBjb20uanp6cy5QYXJlbnRzSGVscGVyLnVpLnRvcGljLmFjdGl2aXR5LlRvcGljQWN0aXZpdHkgKg==,splitActivity
80115,Y29tLmp6enMuUGFyZW50c0hlbHBlciBjb20uanp6cy5QYXJlbnRzSGVscGVyLnVpLnNlYXJjaC5hY3Rpdml0eS5TZWFyY2hEZXRhaWxzQWN0aXZpdHkgKg==,splitActivity
80116,Y29tLnp6a2tvIGNvbS56emtrby5idXNzaW5lc3MubG9naW4udWkuTWFpblRhYnNBY3Rpdml0eSAq,splitActivity
80117,Y29tLnRhb2Jhby5ldGFvIGNvbS50YW9iYW8uc25zLmFjdGl2aXR5LklTV2ViVmlld0FjdGl2aXR5ICo=,splitActivity
80118,Y29tLnRhb2Jhby5ldGFvIGNvbS50YW9iYW8uc25zLmFwcC51Yy5Vc2VyQ2VudGVyQWN0aXZpdHkgKg==,splitActivity
80119,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9saXZlLnVpLmxpdmVtYWluLlNlY29uZGFyeUFjdGl2aXR5ICo=,splitActivity
80120,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9tby5zZXR0aW5nLmFjdGl2aXR5LlVzZXJTZXR0aW5nQWN0aXZpdHkgKg==,splitActivity
80121,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9tby5tay5Nb21vTUtXZWJBY3Rpdml0eSAq,splitActivity
80123,Y29tLmh1cHUuZ2FtZXMgY29tLmh1cHUuYXBwLmFuZHJvaWQuYmJzLmNvcmUubW9kdWxlLmdyb3VwLnVpLmFjdGl2aXR5Lkdyb3VwQm9hcmREZXRhaWxBY3Rpdml0eSAq,splitActivity
80124,Y29tLmh1cHUuZ2FtZXMgY29tLmh1cHUuYXBwLmFuZHJvaWQuYmJzLmNvcmUubW9kdWxlLmdyb3VwLnVpLmFjdGl2aXR5LlRvcGljRGV0YWlsQWN0aXZpdHkgKg==,splitActivity
80125,Y29tLmh1cHUuZ2FtZXMgY29tLmh1cHUuZ2FtZXMuc2VhcmNoLmFjdGl2aXR5LlNlYXJjaEFjdGl2aXR5ICo=,splitActivity
80126,Y29tLnRhb2Jhby5tb3ZpZS5hbmRyb2lkIGNvbS50YW9iYW8ubW92aWUuYW5kcm9pZC5hcHAub3NjYXIudWkuZmlsbS5hY3Rpdml0eS5GaWxtVGFiQ29tbWVudEFjdGl2aXR5ICo=,splitActivity
80127,Y29tLnRhb2Jhby5tb3ZpZS5hbmRyb2lkIGNvbS50YW9iYW8ubW92aWUuYW5kcm9pZC5hcHAudWkuZmlsbWRldGFpbC5GaWxtRGV0YWlsQWN0aXZpdHkgKg==,splitActivity
80128,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy52MS5Ob3ZhTWFpbkFjdGl2aXR5ICo=,splitActivity
80129,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5ub3ZhLnBpY2Fzc28uRFBQaWNhc3NvQm94QWN0aXZpdHkgKg==,splitActivity
80130,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5nY21ybi5zc3IuR0NNUk5TU1JBY3Rpdml0eSAq,splitActivity
80131,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5zZWFyY2hidXNpbmVzcy5zaGVsbC5TaG9wTGlzdEFjdGl2aXR5ICo=,splitActivity
80132,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5tb3ZpZS50cmFkZS5ob21lLk1vdmllTWFpbkFjdGl2aXR5ICo=,splitActivity
80133,Y29tLmRpYW5waW5nLnYxIGNvbS5zYW5rdWFpLndhaW1haS5idXNpbmVzcy5wYWdlLmhvbWVwYWdlLlRha2VvdXRBY3Rpdml0eSAq,splitActivity
80134,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5nY21ybi5zc3IuR0NNUk5TU1JBY3Rpdml0eSAq,splitActivity
80135,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5zZWFyY2hidXNpbmVzcy5zaGVsbC5TaG9wTGlzdEFjdGl2aXR5ICo=,splitActivity
80136,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy5iYXNlLndlYi51aS5Ob3ZhVGl0YW5zQWN0aXZpdHkgKg==,splitActivity
80137,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy50dWFuLmFjdGl2aXR5LlBpY2Fzc29HQ0NoYW5uZWxIb21lQWN0aXZpdHkgKg==,splitActivity
80138,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy52MSBjb20ubWVpdHVhbi5tbXAubGliLkhlcmFBY3Rpdml0eSAq,splitActivity
80139,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy50dWFuLmFjdGl2aXR5LlBpY2Fzc29Nb2R1bGVzQWN0aXZpdHkgKg==,splitActivity
80140,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9saXZlLnVpLnNlYXJjaC5Nb2xpdmVTZWFyY2hBY3Rpdml0eSAq,splitActivity
80141,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9tby5mdWxsc2VhcmNoLmFjdGl2aXR5LkZ1bGxTZWFyY2hBY3Rpdml0eSAq,splitActivity
80142,Y29tLm5ldGVhc2UuZ2wgY29tLm5ldGVhc2UuZ2wudWkuYWN0aXZpdHkuVG9waWNEZXRhaWxBY3Rpdml0eSAq,splitActivity
80143,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLnNlYXJjaC5hY3Rpdml0eS5UYWJTZWFyY2hQcm9kdWN0TGlzdEFjdGl2aXR5ICo=,splitActivity
80144,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLmNvbW1vbnMubG9naWMuYmFzZXZpZXcuTmV3U3BlY2lhbEFjdGl2aXR5ICo=,splitActivity
80145,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLnByb2R1Y3RkZXRhaWwuYWN0aXZpdHkuUHJvZHVjdERldGFpbEFjdGl2aXR5ICo=,splitActivity
80146,Y29tLnpoaWh1LmFuZHJvaWQgY29tLnpoaWh1LmFuZHJvaWQuYXBwLlNlYXJjaEFjdGl2aXR5ICo=,splitActivity
80147,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20ud3ViYS5ob3VzZWNvbW1vbi5saXN0LmFjdGl2aXR5LkhvdXNlSW5mb0xpc3RGcmFnbWVudEFjdGl2aXR5ICo=,splitActivity
80148,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLmNvbnRlbnRtb2R1bGUubWFpbmNvbnRlbnQuc2VhcmNoLkNvbnRlbnRTZWFyY2hBY3Rpdml0eSAq,splitActivity
80149,Y29tLnd1YmEgY29tLnd1YmEudHJhZGVsaW5lLnNlYXJjaC5OYXRpdmVTZWFyY2hSZXN1bHRBY3Rpdml0eSAq,splitActivity
80150,Y29tLnRlbmNlbnQubmV3cyBjb20udGVuY2VudC5uZXdzLmhpcHB5LnVpLkhpcHB5QWN0aXZpdHkgKg==,splitActivity
80151,Y29tLmRyYWdvbi5yZWFkIGNvbS5kcmFnb24ucmVhZC5wYWdlcy5zZWFyY2guU2VhcmNoQWN0aXZpdHkgKg==,splitActivity
80152,Y29tLnhzLmZtIGNvbS54cy5mbSBjb20uZHJhZ29uLnJlYWQucGFnZXMuc2VhcmNoLlNlYXJjaEFjdGl2aXR5ICo=,splitActivity
80153,Y29tLmNvb2xhcGsubWFya2V0IGNvbS5jb29sYXBrLm1hcmtldC52aWV3LnNlYXJjaC5TdXBlclNlYXJjaEFjdGl2aXR5ICo=,splitActivity
80154,Y29tLmNvb2xhcGsubWFya2V0IGNvbS5jb29sYXBrLm1hcmtldC52aWV3LnNlYXJjaC5TdXBlclNlYXJjaFJlc3VsdEFjdGl2aXR5ICo=,splitActivity
80155,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9saXZlLnVpLnNlYXJjaC5Nb2xpdmVTZWFyY2hBY3Rpdml0eSAq,splitActivity
80156,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9tby5mdWxsc2VhcmNoLmFjdGl2aXR5LkZ1bGxTZWFyY2hBY3Rpdml0eSAq,splitActivity
80157,Y29tLm5ldGVhc2UuZ2wgY29tLm5ldGVhc2UuZ2wudWkuYWN0aXZpdHkuVG9waWNEZXRhaWxBY3Rpdml0eSAq,splitActivity
80158,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLnNlYXJjaC5hY3Rpdml0eS5BdXRvVlByb2R1Y3RMaXN0QWN0aXZpdHkgICo=,splitActivity
80159,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby50YW8uVEJNYWluQWN0aXZpdHkgKg==,splitActivity
80160,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5zZWFyY2guc2VhcmNoZG9vci5TZWFyY2hEb29yQWN0aXZpdHkgKg==,splitActivity
80161,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5icm93c2VyLkJyb3dzZXJBY3Rpdml0eSAq,splitActivity
80162,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5waGEudGIudGFiY29udGFpbmVyLlRhYkZyYW1lQWN0aXZpdHkgKg==,splitActivity
80163,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby53ZWV4LndlZXh2Mi5wYWdlLldlZXhWMkFjdGl2aXR5ICo=,splitActivity
80164,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby53ZWV4LldYQWN0aXZpdHkgKg==,splitActivity
80165,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5teXRhb2Jhby5uZXdzZXR0aW5nLk5ld1Rhb2Jhb1NldHRpbmdBY3Rpdml0eSAq,splitActivity
80166,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5hbmRyb2lkLm9yZGVyLmJ1bmRsZS5UQk9yZGVyTGlzdEFjdGl2aXR5ICo=,splitActivity
80167,Y29tLnRhb2Jhby50YW9iYW8gY29tLmFsaWJhYmEudHJpdmVyLmNvbnRhaW5lci5Ucml2ZXJNYWluQWN0aXZpdHkgKg==,splitActivity
80168,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5waGEudGIudjIudGFiY29udGFpbmVyLlRhYkZyYW1lQWN0aXZpdHkgKg==,splitActivity
80170,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5hbmRyb2lkLmxheW91dG1hbmFnZXIuY29udGFpbmVyLkNvbW1vbkNvbnRhaW5lclRyYW5zQWN0aXZpdHkgKg==,splitActivity
80174,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5sYXVuY2hlci5zcGxhc2guU3BsYXNoQWN0aXZpdHkgKg==,splitActivity
80175,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5jYXRlZ29yeS5DYXRlZ29yeUluZm9BY3Rpdml0eSAq,splitActivity
80176,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5oeWJyaWQud2Vidmlldy5ITVdlYlZpZXdBY3Rpdml0eSAq,splitActivity
80177,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5kZXRhaWwudWx0cm9uLkRldGFpbFVsdHJvbkFjdGl2aXR5ICo=,splitActivity
80178,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5mbHV0dGVyLm5hdmlnYXRpb24uV2ViTmF2aWdhdGlvbkFjdGl2aXR5ICo=,splitActivity
80179,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby51Z2MuYm93bC5TdXBlckJvd2xBY3Rpdml0eSAq,splitActivity
80180,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5jYXJ0LmNvbnRhaW5lci5DYXJ0TWFpbkFjdGl2aXR5ICo=,splitActivity
80181,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5taW5lLk1pbmVQYWdlQWN0aXZpdHkgKg==,splitActivity
80182,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5taW5lLlNldHRpbmdBY3Rpdml0eSAq,splitActivity
80183,Y29tLnd1ZGFva291LmhpcHBvIGNvbS53dWRhb2tvdS5oaXBwby5vcmRlci5NeU9yZGVyQWN0aXZpdHkgKg==,splitActivity
80184,Y29tLnh0Yy53YXRjaCBjb20ueHRjLndhdGNoLnZpZXcuaG9tZS5hY3Rpdml0eS5YdGNIb21lQWN0aXZpdHkgKg==,splitActivity
80185,Y29tLnAxLm1vYmlsZS5wdXRvbmcgY29tLnAxLm1vYmlsZS5wdXRvbmcuY29yZS5uZXd1aS5jb250YWluZXIuTmV3VUkxQ29udGFpbmVyQWN0aXZpdHkgKg==,splitActivity
80186,Y29tLnAxLm1vYmlsZS5wdXRvbmcgY29tLnAxLm1vYmlsZS5wdXRvbmcubGl2ZS5leHRlcm5hbC5wYWdlLnNlYXJjaC5MaXZlU2VhcmNoQWN0ICo=,splitActivity
80187,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS5saXRlIGNvbS5zcy5hbmRyb2lkLmFydGljbGUubGl0ZS5hY3Rpdml0eS5TcGxhc2hBY3Rpdml0eSAq,splitActivity
80188,Y29tLndlaWNvLmludGVybmF0aW9uYWwgY29tLndlaWNvLmludGVybmF0aW9uYWwuYWN0aXZpdHkuTWFpbkZyYWdtZW50QWN0aXZpdHkgKg==,splitActivity
80189,Y29tLndlaWNvLmludGVybmF0aW9uYWwgY29tLndlaWNvLmludGVybmF0aW9uYWwudWkuc2VhcmNoLlNlYXJjaEFjdGl2aXR5ICo=,splitActivity
80190,Y29tLndlaWNvLmludGVybmF0aW9uYWwgY29tLndlaWNvLmludGVybmF0aW9uYWwudWkuc2V0dGluZy5TZXR0aW5nQ29tcG9zZUFjdGl2aXR5ICo=,splitActivity
80191,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5zZWFyY2guc2YuTWFpblNlYXJjaFJlc3VsdEFjdGl2aXR5ICo=,splitActivity
80192,Y29tLnRhb2Jhby50YW9iYW8gY29tLmFsaWJhYmEudHJpdmVyLnRyaXZlcl9zaG9wLm5ld1Nob3AuTmF0aXZlU2hvcEFjdGl2aXR5ICo=,splitActivity
80193,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby50YW9saXZlaG9tZS5UYW9MaXZlSG9tZXBhZ2VBY3Rpdml0eSAq,splitActivity
80194,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby50YW9saXZlLnJvb20uVGFvTGl2ZVZpZGVvQWN0aXZpdHkgKg==,splitActivity
80195,Y29tLnRhb2Jhby50YW9iYW8gY29tLnRhb2Jhby5icm93c2VyLmV4YnJvd3Nlci5Ccm93c2VyVXBwZXJBY3Rpdml0eSAq,splitActivity
80196,Y29tLmFsaWJhYmEuYW5kcm9pZC5yaW1ldCBjb20uYWxpYmFiYS5hbmRyb2lkLnJpbWV0LmJpei5MYXVuY2hIb21lQWN0aXZpdHkgKg==,splitActivity
80197,Y29tLmFsaWJhYmEuYW5kcm9pZC5yaW1ldCBjb20uYWxpYmFiYS5hbmRyb2lkLnNlYXJjaC5hY3Rpdml0eS5HbG9iYWxTZWFyY2hBY3Rpdml0eSAq,splitActivity
80198,Y29tLmFsaWJhYmEuYW5kcm9pZC5yaW1ldCBjb20uYWxpYmFiYS5hbmRyb2lkLnRlbGVjb25mLmFjdGl2aXRpZXMuVGVsZUNvbmZIb21lVjJBY3Rpdml0eSAq,splitActivity
80199,Y29tLmFsaWJhYmEuYW5kcm9pZC5yaW1ldCBjb20uYWxpYmFiYS5hbmRyb2lkLmNhbGVuZGFyLmFjdGl2aXR5Lk5ld1NjaGVkdWxlTGlzdEFjdGl2aXR5ICo=,splitActivity
